,chapter_number,word,count
1482,3,anxiously,2
1483,3,young,1
1484,3,theirs,1
1485,3,wasting,1
1486,3,everybody,1
1487,3,opportunity,1
1488,3,away,3
1489,3,way,2
1490,3,cunning,1
1491,3,suddenly,1
1492,3,turning,3
1493,3,let,3
1494,3,wanted,2
1495,3,and,65
1496,3,grave,1
1497,3,pardon,2
1498,3,calling,1
1499,3,laugh,1
1500,3,sure,2
1501,3,marked,1
1502,3,along,1
1503,3,after,3
1504,3,took,2
1505,3,energetic,1
1506,3,sighing,1
1507,3,sir,1
1508,3,began,3
1509,3,sensation,1
1510,3,ll,6
1511,3,knot,1
1512,3,lose,1
1513,3,beg,3
1514,3,a-piece,1
1515,3,aloud,1
1516,3,yourself,1
1517,3,house,1
1518,3,usually,1
1519,3,knowing,1
1520,3,law,1
1521,3,ahem,1
1522,3,easily,1
1523,3,an,5
1524,3,conduct,1
1525,3,out,7
1526,3,denial,1
1527,3,know,11
1528,3,dripping,1
1529,3,seemed,3
1530,3,believe,1
1531,3,winter,1
1532,3,cur,1
1533,3,choked,1
1534,3,bent,1
1535,3,us,2
1536,3,insult,1
1537,3,looked,2
1538,3,not,13
1539,3,impatiently,1
1540,3,never,1
1541,3,box,1
1542,3,shape,1
1543,3,particular,1
1544,3,as,16
1545,3,begged,1
1546,3,while,4
1547,3,sat,3
1548,3,fetch,1
1549,3,running,2
1550,3,sad,2
1551,3,heard,1
1552,3,usurpation,1
1553,3,snappishly,1
1554,3,finish,2
1555,3,old,4
1556,3,temper,1
1557,3,hand,2
1558,3,dears,1
1559,3,for,8
1560,3,solemnly,2
1561,3,generally,1
1562,3,round,6
1563,3,felt,2
1564,3,however,3
1565,3,talk,1
1566,3,magpie,1
1567,3,didn,1
1568,3,suit,1
1569,3,answer,1
1570,3,soon,7
1571,3,sharply,1
1572,3,immediate,1
1573,3,air,1
1574,3,say,4
1575,3,tail,2
1576,3,nonsense,1
1577,3,minutes,1
1578,3,condemn,1
1579,3,leaders,1
1580,3,nobody,2
1581,3,think,3
1582,3,trembling,1
1583,3,jury,2
1584,3,turned,1
1585,3,met,1
1586,3,went,2
1587,3,liked,2
1588,3,conquest,1
1589,3,person,1
1590,3,easy,1
1591,3,daughter,1
1592,3,patted,1
1593,3,proceed,1
1594,3,walking,1
1595,3,lory,6
1596,3,pope,1
1597,3,lesson,1
1598,3,simply,1
1599,3,offer,1
1600,3,how,4
1601,3,patience,1
1602,3,call,1
1603,3,among,2
1604,3,moderate,1
1605,3,handed,1
1606,3,ugh,1
1607,3,whole,3
1608,3,on,8
1609,3,ones,1
1610,3,hatec,1
1611,3,cat,2
1612,3,itself,1
1613,3,about,4
1614,3,trial,2
1615,3,alone,1
1616,3,tell,4
1617,3,dry,6
1618,3,patriotic,1
1619,3,fifth,1
1620,3,footsteps,1
1621,3,three,1
1622,3,long,6
1623,3,am,1
1624,3,bowed,1
1625,3,hour,1
1626,3,taste,1
1627,3,race,2
1628,3,some,4
1629,3,tale,3
1630,3,matter,1
1631,3,frowning,1
1632,3,in,25
1633,3,anything,2
1634,3,mice,1
1635,3,crab,2
1636,3,i,37
1637,3,walked,1
1638,3,bird,1
1639,3,so,5
1640,3,why,5
1641,3,eaglet,2
1642,3,head,2
1643,3,shakespeare,1
1644,3,conqueror,1
1645,3,driest,1
1646,3,earls,2
1647,3,now,1
1648,3,world,1
1649,3,circle,1
1650,3,canterbury,1
1651,3,either,1
1652,3,canary,1
1653,3,positively,1
1654,3,hoping,1
1655,3,take,1
1656,3,had,14
1657,3,replied,3
1658,3,can,1
1659,3,ring,2
1660,3,ask,1
1661,3,various,1
1662,3,ought,1
1663,3,them,6
1664,3,queer-looking,1
1665,3,eyes,1
1666,3,solemn,1
1667,3,asking,1
1668,3,added,1
1669,3,be,10
1670,3,adoption,1
1671,3,story,2
1672,3,duck,2
1673,3,always,2
1674,3,worm,1
1675,3,panting,1
1676,3,find,3
1677,3,capital,1
1678,3,is,10
1679,3,forehead,1
1680,3,salt,1
1681,3,do,9
1682,3,party,4
1683,3,moved,1
1684,3,silence,2
1685,3,said,34
1686,3,inclined,1
1687,3,day,1
1688,3,ever,2
1689,3,looking,3
1690,3,first,3
1691,3,fixed,1
1692,3,two,1
1693,3,could,5
1694,3,children,1
1695,3,tittered,1
1696,3,words,1
1697,3,best,3
1698,3,indeed,2
1699,3,up,3
1700,3,notice,1
1701,3,consultation,1
1702,3,give,1
1703,3,must,5
1704,3,somebody,1
1705,3,comfits,2
1706,3,race-course,1
1707,3,william,3
1708,3,look,1
1709,3,morcar,2
1710,3,my,5
1711,3,listen,1
1712,3,hold,1
1713,3,prizes,5
1714,3,luckily,1
1715,3,humbly,1
1716,3,their,1
1717,3,throat,1
1718,3,caucus-race,3
1719,3,rising,1
1720,3,off,3
1721,3,meaning,1
1722,3,pretexts,1
1723,3,iii,1
1724,3,even,1
1725,3,go,2
1726,3,put,1
1727,3,angrily,1
1728,3,insolence,1
1729,3,left,2
1730,3,changed,1
1731,3,breath,1
1732,3,pressed,1
1733,3,noise,1
1734,3,idea,2
1735,3,means,2
1736,3,archbishop,2
1737,3,cross,1
1738,3,who,6
1739,3,crossly,1
1740,3,history,1
1741,3,else,2
1742,3,thinking,1
1743,3,complained,1
1744,3,exact,1
1745,3,addressing,1
1746,3,lonely,1
1747,3,venture,1
1748,3,meeting,1
1749,3,over,4
1750,3,familiarly,1
1751,3,favoured,1
1752,3,morning,1
1753,3,wish,3
1754,3,here,5
1755,3,really,2
1756,3,course,5
1757,3,see,3
1758,3,have,4
1759,3,sit,1
1760,3,death,1
1761,3,meet,1
1762,3,pictures,1
1763,3,chorus,2
1764,3,cried,1
1765,3,deal,1
1766,3,asked,1
1767,3,voice,1
1768,4,tumbled,1
1769,4,me,17
1770,4,saying,2
1771,4,lying,1
1772,4,the,126
1773,4,time,6
1774,4,swallowed,1
1775,4,hedge,1
1776,4,has,1
1777,4,confusion,1
1778,4,stay,1
1779,4,life,1
1780,4,getting,1
1781,4,floor,2
1782,4,thousand,1
1783,4,won,2
1784,4,good,4
1785,4,burn,1
1786,4,pulling,1
1787,4,whereupon,1
1788,4,shouted,1
1789,4,terribly,1
1790,4,down,12
1791,4,explain,1
1792,4,did,6
1793,4,expected,1
1794,4,reason,1
1795,4,high,1
1796,4,next,6
1797,4,fancying,1
1798,4,few,1
1799,4,far,1
1800,4,his,3
1801,4,housemaid,1
1802,4,question,2
1803,4,rushed,1
1804,4,larger,3
1805,4,ladder,1
1806,4,any,7
1807,4,pattering,1
1808,4,hungry,1
1809,4,fallen,1
1810,4,scrambling,1
1811,4,tongue,1
1812,4,was,34
1813,4,got,6
1814,4,tricks,1
1815,4,shy,1
1816,4,arm,5
1817,4,almost,1
1818,4,right,3
1819,4,by,4
1820,4,teaching,1
1821,4,shut,1
1822,4,stairs,1
1823,4,sort,5
1824,4,peering,1
1825,4,more,6
1826,4,hastily,1
1827,4,lost,1
1828,4,seehow,1
1829,4,grown,1
1830,4,him,2
1831,4,might,2
1832,4,guessed,1
1833,4,ann,4
1834,4,taking,2
1835,4,waynever,1
1836,4,begin,1
1837,4,roof,2
1838,4,each,1
1839,4,but,16
1840,4,want,1
1841,4,distance,1
1842,4,barrowful,2
1843,4,wonder,5
1844,4,slowly,1
1845,4,thing,8
1846,4,bring,1
1847,4,coming,3
1848,4,coaxing,2
1849,4,top,2
1850,4,upstairs,1
1851,4,wasn,1
1852,4,stop,2
1853,4,alice,31
1854,4,your,1
1855,4,sending,1
1856,4,side,2
1857,4,to,78
1858,4,smoking,1
1859,4,knew,1
1860,4,dead,2
1861,4,shouldn,1
1862,4,tie,1
1863,4,both,1
1864,4,many,1
1865,4,quietly,1
1866,4,make,4
1867,4,noticed,2
1868,4,kneel,1
1869,4,doubt,2
1870,4,produced,1
1871,4,wood,2
1872,4,sound,1
1873,4,rabbits,1
1874,4,moreas,1
1875,4,swim,1
1876,4,forgotten,1
1877,4,window,8
1878,4,tiny,2
1879,4,fur,1
1880,4,kid,2
1881,4,interesting,1
1882,4,quite,8
1883,4,shan,2
1884,4,uncomfortable,1
1885,4,ifif,1
1886,4,times,1
1887,4,guess,1
1888,4,honour,4
1889,4,white,3
1890,4,sharp,2
1891,4,himhow,1
1892,4,help,1
1893,4,of,58
1894,4,minute,3
1895,4,unhappy,1
1896,4,which,4
1897,4,without,3
1898,4,lesson-books,1
1899,4,written,1
1900,4,glovesthat,1
1901,4,everything,1
1902,4,re,1
1903,4,these,1
1904,4,she,77
1905,4,dropped,1
1906,4,been,1
1907,4,like,7
1908,4,little,23
1909,4,feet,3
1910,4,hearing,1
1911,4,fairy-tales,1
1912,4,happens,1
1913,4,into,6
1914,4,enough,3
1915,4,w,1
1916,4,tidy,1
1917,4,hear,1
1918,4,middle,2
1919,4,tone,3
1920,4,close,1
1921,4,thank,1
1922,4,than,2
1923,4,small,1
1924,4,surprised,1
1925,4,would,3
1926,4,fireplace,1
1927,4,difficulty,1
1928,4,better,3
1929,4,tired,2
1930,4,back,2
1931,4,womanbut,1
1932,4,rattling,1
1933,4,occurred,1
1934,4,thought,9
1935,4,says,1
1936,4,direction,1
1937,4,yer,4
1938,4,worry,1
1939,4,oh,6
1940,4,appeared,2
1941,4,heels,1
1942,4,ready,1
1943,4,immediately,1
1944,4,arms,1
1945,4,goose,1
1946,4,pool,1
1947,4,yelp,1
1948,4,we,1
1949,4,effect,2
1950,4,foot,2
1951,4,nurse,1
1952,4,there,14
1953,4,cartwheels,1
1954,4,thenalways,1
1955,4,half,3
1956,4,her,28
1957,4,something,6
1958,4,all,13
1959,4,moment,7
1960,4,feeble,1
1961,4,general,1
1962,4,herself,17
1963,4,no,10
1964,4,shook,1
1965,4,certainly,1
1966,4,outside,2
1967,4,blades,1
1968,4,people,1
1969,4,narrow,1
1970,4,leant,1
1971,4,gloves,6
1972,4,a,72
1973,4,then,15
1974,4,trotting,1
1975,4,rush,2
1976,4,broken,4
1977,4,were,4
1978,4,loud,2
1979,4,waiting,2
1980,4,rest,1
1981,4,doesn,1
1982,4,pointed,1
1983,4,from,3
1984,4,stopped,1
1985,4,voices,2
1986,4,sides,1
1987,4,dinah,3
1988,4,hurry,2
1989,4,arranged,1
1990,4,come,3
1991,4,business,1
1992,4,being,5
1993,4,under,4
1994,4,chapter,1
1995,4,with,13
1996,4,home,2
1997,4,last,5
1998,4,angry,2
1999,4,pat,3
2000,4,s,22
2001,4,pressing,1
2002,4,very,9
2003,4,enormous,1
2004,4,set,3
2005,4,again,9
2006,4,waited,3
2007,4,d,6
2008,4,hurried,1
2009,4,save,1
2010,4,downhere,1
2011,4,wouldn,1
2012,4,upon,4
2013,4,shall,1
2014,4,case,1
2015,4,comfort,1
2016,4,nowbut,1
2017,4,before,3
2018,4,will,4
2019,4,knocking,1
2020,4,well,4
2021,4,hardly,3
2022,4,catch,2
2023,4,this,17
2024,4,queer,1
2025,4,thistle,2
2026,4,possibly,1
2027,4,size,4
2028,4,keep,1
2029,4,other,5
2030,4,he,5
2031,4,much,5
2032,4,elbow,2
2033,4,fear,1
2034,4,smallest,2
2035,4,whispers,1
2036,4,t,20
2037,4,folded,1
2038,4,rate,1
2039,4,lips,1
2040,4,stretching,1
2041,4,large,5
2042,4,ve,3
2043,4,magic,1
2044,4,presently,1
2045,4,others,1
2046,4,name,1
2047,4,lizard,1
2048,4,duchess,2
2049,4,that,36
2050,4,doing,1
2051,4,couldn,1
2052,4,ran,6
2053,4,they,12
2054,4,glass,4
2055,4,having,1
2056,4,loose,1
2057,4,making,2
2058,4,run,2
2059,4,longer,1
2060,4,great,7
2061,4,expecting,1
2062,4,made,8
2063,4,through,1
2064,4,hadn,3
2065,4,gave,1
2066,4,fanned,1
2067,4,concluded,1
2068,4,should,2
2069,4,those,1
2070,4,going,2
2071,4,room,7
2072,4,second,1
2073,4,shrinking,1
2074,4,flustered,1
2075,4,behind,2
2076,4,faint,1
2077,4,you,18
2078,4,if,6
2079,4,at,25
2080,4,eye,1
2081,4,poor,3
2082,4,likely,1
2083,4,bottle,6
2084,4,seem,1
2085,4,get,9
2086,4,mushroom,2
2087,4,muttering,1
2088,4,short,1
2089,4,cornerno,1
2090,4,late,1
2091,4,animals,1
2092,4,m,6
2093,4,heads,1
2094,4,seems,1
2095,4,bark,2
2096,4,leave,1
2097,4,shriek,1
2098,4,mary,4
2099,4,youall,1
2100,4,trees,1
2101,4,such,2
2102,4,tried,3
2103,4,hall,1
2104,4,are,3
2105,4,hard,3
2106,4,birds,1
2107,4,nearly,1
2108,4,dear,3
2109,4,once,3
2110,4,sends,1
2111,4,what,17
2112,4,one,14
2113,4,it,65
2114,4,came,8
2115,4,fall,1
2116,4,talking,1
2117,4,foolish,1
2118,4,fancywho,1
2119,4,altogether,1
2120,4,don,5
2121,4,spite,1
2122,4,fell,1
2123,4,moving,1
2124,4,game,1
2125,4,older,1
2126,4,eat,5
2127,4,yetand,1
2128,4,managed,1
2129,4,door,6
2130,4,bill,13
2131,4,only,5
2132,4,mouse,1
2133,4,afraid,1
2134,4,ye,1
2135,4,crash,2
2136,4,its,8
2137,4,found,5
2138,4,bit,1
2139,4,just,5
2140,4,called,2
2141,4,chimney,6
2142,4,when,6
2143,4,voicethe,1
2144,4,rather,1
2145,4,wandered,1
2146,4,answered,1
2147,4,suppose,3
2148,4,edge,1
2149,4,or,8
2150,4,goes,2
2151,4,reach,1
2152,4,saw,1
2153,4,mind,1
2154,4,anxiously,2
2155,4,since,1
2156,4,iv,1
2157,4,pleasanter,1
2158,4,ordered,1
2159,4,leaves,1
2160,4,trying,2
2161,4,read,1
2162,4,pronounced,1
2163,4,otherbill,1
2164,4,opportunity,1
2165,4,yetit,1
2166,4,against,4
2167,4,fills,1
2168,4,away,1
2169,4,way,5
2170,4,miss,1
2171,4,sense,1
2172,4,touch,1
2173,4,suddenly,1
2174,4,turning,1
2175,4,let,2
2176,4,nowhere,1
2177,4,and,105
2178,4,sure,9
2179,4,place,1
2180,4,along,1
2181,4,after,4
2182,4,conversation,1
2183,4,took,2
2184,4,master,1
2185,4,near,2
2186,4,began,6
2187,4,ll,12
2188,4,grew,1
2189,4,looking-glass,1
2190,4,too,2
2191,4,comes,1
2192,4,house,6
2193,4,knowing,1
2194,4,same,1
2195,4,proved,1
2196,4,used,1
2197,4,dodged,1
2198,4,whatever,1
2199,4,an,8
2200,4,out,21
2201,4,charges,1
2202,4,know,3
2203,4,seemed,3
2204,4,stood,1
2205,4,believe,1
2206,4,us,1
2207,4,whiskers,1
2208,4,giving,1
2209,4,looked,3
2210,4,not,7
2211,4,never,3
2212,4,as,30
2213,4,paws,1
2214,4,rabbit-holeand,1
2215,4,particularhere,1
2216,4,while,2
2217,4,fetch,3
2218,4,sat,1
2219,4,running,1
2220,4,safe,1
2221,4,heard,9
2222,4,where,3
2223,4,enoughi,1
2224,4,fancied,2
2225,4,sorrowful,1
2226,4,onebut,1
2227,4,old,3
2228,4,hand,2
2229,4,for,19
2230,4,stretched,1
2231,4,lessons,2
2232,4,round,5
2233,4,ceiling,1
2234,4,felt,1
2235,4,hoped,1
2236,4,trampled,1
2237,4,alas,1
2238,4,walk,1
2239,4,soon,4
2240,4,number,1
2241,4,completely,1
2242,4,table,2
2243,4,play,1
2244,4,air,3
2245,4,say,2
2246,4,paw,1
2247,4,spread,2
2248,4,shrieks,1
2249,4,doori,1
2250,4,minutes,1
2251,4,hookah,1
2252,4,think,3
2253,4,caterpillar,1
2254,4,hit,1
2255,4,uncorked,1
2256,4,turned,1
2257,4,puppy,7
2258,4,ferrets,2
2259,4,met,1
2260,4,went,7
2261,4,sounded,2
2262,4,liked,1
2263,4,ropewill,1
2264,4,coward,1
2265,4,neatly,1
2266,4,kick,2
2267,4,cart-horse,1
2268,4,forgetting,1
2269,4,messages,2
2270,4,yet,1
2271,4,face,1
2272,4,stoop,1
2273,4,digging,2
2274,4,jumped,1
2275,4,escape,1
2276,4,drink,4
2277,4,rumbling,1
2278,4,simply,1
2279,4,buttercup,1
2280,4,how,4
2281,4,choke,1
2282,4,above,1
2283,4,curled,1
2284,4,animal,1
2285,4,among,1
2286,4,crowd,1
2287,4,squeaking,1
2288,4,em,2
2289,4,whole,1
2290,4,on,15
2291,4,pair,3
2292,4,resource,1
2293,4,itself,2
2294,4,below,1
2295,4,about,14
2296,4,nevertheless,1
2297,4,lay,1
2298,4,mistake,1
2299,4,tell,4
2300,4,happen,3
2301,4,guinea-pigs,1
2302,4,peeped,1
2303,4,pairs,1
2304,4,three,1
2305,4,long,4
2306,4,am,3
2307,4,change,1
2308,4,neck,1
2309,4,feebly,1
2310,4,some,4
2311,4,inwards,1
2312,4,in,33
2313,4,anything,5
2314,4,seeneverything,1
2315,4,drunk,2
2316,4,smaller,2
2317,4,mice,1
2318,4,arrum,1
2319,4,delighted,1
2320,4,open,1
2321,4,snatch,2
2322,4,i,62
2323,4,hoarsely,1
2324,4,so,9
2325,4,why,4
2326,4,head,5
2327,4,now,10
2328,4,executed,1
2329,4,write,1
2330,4,least,1
2331,4,sitting,1
2332,4,sooner,1
2333,4,circumstances,1
2334,4,take,3
2335,4,had,19
2336,4,can,8
2337,4,held,2
2338,4,become,1
2339,4,vanished,1
2340,4,good-naturedly,1
2341,4,yetoh,1
2342,4,ought,3
2343,4,shower,1
2344,4,them,4
2345,4,happened,3
2346,4,knowno,1
2347,4,eyes,3
2348,4,added,1
2349,4,barking,1
2350,4,be,19
2351,4,nay,1
2352,4,failure,1
2353,4,lest,1
2354,4,plate,1
2355,4,hope,2
2356,4,always,1
2357,4,whistle,1
2358,4,panting,1
2359,4,find,3
2360,4,whenever,1
2361,4,is,10
2362,4,scratching,1
2363,4,blue,1
2364,4,curious,1
2365,4,do,14
2366,4,series,1
2367,4,silence,4
2368,4,possible,1
2369,4,said,14
2370,4,another,5
2371,4,looking,3
2372,4,ever,2
2373,4,lovely,1
2374,4,surprise,1
2375,4,finds,1
2376,4,first,3
2377,4,jack-in-the-box,1
2378,4,pebbles,2
2379,4,engraved,1
2380,4,mouth,1
2381,4,real,1
2382,4,opened,1
2383,4,two,4
2384,4,could,5
2385,4,till,6
2386,4,gone,1
2387,4,thick,1
2388,4,words,2
2389,4,best,1
2390,4,indeed,2
2391,4,every,1
2392,4,up,15
2393,4,notice,1
2394,4,must,3
2395,4,still,2
2396,4,look,3
2397,4,my,6
2398,4,cucumber-frame,1
2399,4,listen,1
2400,4,hold,4
2401,4,luckily,1
2402,4,together,2
2403,4,forwards,1
2404,4,slateoh,1
2405,4,frightened,2
2406,4,full,1
2407,4,brass,1
2408,4,excellent,1
2409,4,off,6
2410,4,cucumber-frames,1
2411,4,lad,1
2412,4,garden,1
2413,4,does,2
2414,4,tiptoe,1
2415,4,even,1
2416,4,go,5
2417,4,drew,1
2418,4,put,6
2419,4,ordering,1
2420,4,bright,2
2421,4,grow,6
2422,4,changed,1
2423,4,angrily,1
2424,4,breath,1
2425,4,pressed,1
2426,4,idea,2
2427,4,hanging,1
2428,4,firstthey,1
2429,4,cakes,3
2430,4,who,4
2431,4,else,1
2432,4,picked,1
2433,4,grass,1
2434,4,fellow,2
2435,4,thinking,1
2436,4,height,1
2437,4,growing,5
2438,4,label,1
2439,4,quick,1
2440,4,chance,1
2441,4,directly,2
2442,4,learn,2
2443,4,over,4
2444,4,wish,4
2445,4,kind,1
2446,4,trembled,1
2447,4,here,10
2448,4,apples,2
2449,4,really,1
2450,4,see,5
2451,4,neat,1
2452,4,flowers,1
2453,4,stick,4
2454,4,have,5
2455,4,delight,1
2456,4,fan,6
2457,4,meet,1
2458,4,nowdon,1
2459,4,bear,1
2460,4,chorus,1
2461,4,rabbit,14
2462,4,hunting,2
2463,4,book,1
2464,4,sounds,2
2465,4,sky-rocket,1
2466,4,deal,2
2467,4,headbrandy,1
2468,4,attempt,1
2469,4,instantly,1
2470,4,plan,2
2471,4,voice,6
2472,5,wits,1
2473,5,me,7
2474,5,saying,1
2475,5,the,99
2476,5,time,5
2477,5,lives,1
2478,5,pleaded,1
2479,5,has,2
2480,5,settled,1
2481,5,life,2
2482,5,getting,2
2483,5,won,1
2484,5,sulky,1
2485,5,gravely,1
2486,5,good,5
2487,5,dive,1
2488,5,mean,1
2489,5,down,11
2490,5,explain,2
2491,5,did,3
2492,5,reason,2
2493,5,high,3
2494,5,trouble,1
2495,5,far,2
2496,5,next,3
2497,5,few,1
2498,5,his,4
2499,5,question,2
2500,5,lefthand,1
2501,5,larger,1
2502,5,timidly,1
2503,5,any,2
2504,5,was,29
2505,5,promising,1
2506,5,got,6
2507,5,except,1
2508,5,irritated,1
2509,5,sky,1
2510,5,right,5
2511,5,by,3
2512,5,wait,1
2513,5,end,2
2514,5,busy,1
2515,5,creatures,1
2516,5,stairs,1
2517,5,more,5
2518,5,hastily,2
2519,5,lost,1
2520,5,chin,2
2521,5,raising,1
2522,5,age,1
2523,5,grown,1
2524,5,might,3
2525,5,grey,1
2526,5,crouched,1
2527,5,begin,1
2528,5,rearing,1
2529,5,ten,1
2530,5,each,3
2531,5,but,20
2532,5,ai,1
2533,5,jaws,1
2534,5,want,2
2535,5,wonder,1
2536,5,thing,1
2537,5,beak,1
2538,5,gardenhow,1
2539,5,zigzag,1
2540,5,brought,2
2541,5,speak,2
2542,5,wasn,1
2543,5,stop,1
2544,5,alice,35
2545,5,contempt,1
2546,5,seen,1
2547,5,your,8
2548,5,perfectly,2
2549,5,side,4
2550,5,to,65
2551,5,smoking,1
2552,5,free,2
2553,5,shouldn,1
2554,5,often,1
2555,5,indignantly,1
2556,5,many,2
2557,5,supple,1
2558,5,make,3
2559,5,sight,1
2560,5,wood,1
2561,5,spoke,2
2562,5,denying,1
2563,5,deepest,1
2564,5,quite,4
2565,5,couple,1
2566,5,annoyed,1
2567,5,languid,1
2568,5,times,1
2569,5,sudden,1
2570,5,remarking,1
2571,5,closely,1
2572,5,sharp,1
2573,5,white,1
2574,5,subdued,1
2575,5,of,37
2576,5,minute,4
2577,5,truthful,1
2578,5,which,10
2579,5,without,2
2580,5,finished,2
2581,5,re,7
2582,5,these,2
2583,5,she,44
2584,5,been,5
2585,5,like,5
2586,5,screamed,1
2587,5,little,11
2588,5,man,1
2589,5,feet,1
2590,5,hearing,1
2591,5,try,1
2592,5,happens,1
2593,5,chrysalisyou,1
2594,5,into,8
2595,5,enough,3
2596,5,nest,1
2597,5,tone,5
2598,5,than,1
2599,5,silent,1
2600,5,worth,1
2601,5,would,4
2602,5,pigeon,12
2603,5,violently,1
2604,5,decidedly,1
2605,5,back,5
2606,5,speaking,1
2607,5,unfolded,1
2608,5,puzzling,2
2609,5,thought,5
2610,5,direction,1
2611,5,highest,1
2612,5,chose,1
2613,5,wandering,1
2614,5,oh,2
2615,5,arms,2
2616,5,clearly,1
2617,5,goose,1
2618,5,look-out,1
2619,5,bones,1
2620,5,effect,1
2621,5,altered,1
2622,5,foot,2
2623,5,because,1
2624,5,there,9
2625,5,half,1
2626,5,hands,4
2627,5,her,26
2628,5,all,10
2629,5,something,3
2630,5,fat,1
2631,5,moment,3
2632,5,herself,7
2633,5,no,9
2634,5,shook,2
2635,5,certainly,2
2636,5,important,1
2637,5,done,2
2638,5,sob,1
2639,5,sleep,1
2640,5,a,58
2641,5,then,7
2642,5,rise,1
2643,5,hiss,1
2644,5,were,2
2645,5,rest,1
2646,5,doesn,1
2647,5,from,4
2648,5,sides,1
2649,5,eel,1
2650,5,hurry,1
2651,5,egg,1
2652,5,come,5
2653,5,being,1
2654,5,under,1
2655,5,chapter,1
2656,5,with,8
2657,5,stand,1
2658,5,last,6
2659,5,serpents,3
2660,5,locks,1
2661,5,distant,1
2662,5,s,6
2663,5,tasted,2
2664,5,attending,1
2665,5,very,15
2666,5,set,2
2667,5,draw,1
2668,5,presentat,1
2669,5,again,10
2670,5,waited,1
2671,5,offended,1
2672,5,mentioned,1
2673,5,d,1
2674,5,new,1
2675,5,violent,1
2676,5,lasted,1
2677,5,wouldn,2
2678,5,blow,1
2679,5,upon,2
2680,5,case,1
2681,5,shaking,1
2682,5,puzzled,1
2683,5,will,3
2684,5,before,2
2685,5,well,10
2686,5,hardly,3
2687,5,frighten,1
2688,5,this,10
2689,5,queer,2
2690,5,keep,2
2691,5,nothing,4
2692,5,size,6
2693,5,jaw,1
2694,5,state,1
2695,5,taken,1
2696,5,allow,1
2697,5,telling,1
2698,5,other,5
2699,5,he,1
2700,5,much,2
2701,5,folded,1
2702,5,t,22
2703,5,hatching,1
2704,5,large,1
2705,5,length,1
2706,5,ve,9
2707,5,follow,1
2708,5,alarm,1
2709,5,awfully,1
2710,5,nine,1
2711,5,righthand,1
2712,5,that,25
2713,5,pieces,1
2714,5,patiently,1
2715,5,underneath,1
2716,5,succeeded,2
2717,5,they,4
2718,5,clever,1
2719,5,making,1
2720,5,repeat,1
2721,5,stuff,2
2722,5,made,2
2723,5,night,1
2724,5,through,1
2725,5,gave,2
2726,5,beginning,3
2727,5,should,4
2728,5,carefully,1
2729,5,those,1
2730,5,going,2
2731,5,room,1
2732,5,shrinking,1
2733,5,exactly,1
2734,5,continued,1
2735,5,you,49
2736,5,if,5
2737,5,at,17
2738,5,eye,1
2739,5,poor,2
2740,5,bend,1
2741,5,likely,1
2742,5,wife,1
2743,5,get,3
2744,5,mushroom,4
2745,5,knowand,1
2746,5,kept,2
2747,5,piteous,1
2748,5,shilling,1
2749,5,short,1
2750,5,changing,1
2751,5,m,17
2752,5,politely,1
2753,5,seems,1
2754,5,shriek,1
2755,5,trees,3
2756,5,such,5
2757,5,tried,6
2758,5,most,1
2759,5,are,12
2760,5,encouraging,1
2761,5,once,2
2762,5,tougher,1
2763,5,what,12
2764,5,feelings,1
2765,5,one,7
2766,5,nibbled,1
2767,5,it,48
2768,5,came,3
2769,5,things,2
2770,5,melancholy,1
2771,5,shyly,1
2772,5,talking,2
2773,5,don,6
2774,5,v,1
2775,5,beating,1
2776,5,moving,1
2777,5,eat,2
2778,5,managed,1
2779,5,door,1
2780,5,only,1
2781,5,merely,1
2782,5,afraid,4
2783,5,its,9
2784,5,ii,2
2785,5,thoughtfully,1
2786,5,haven,3
2787,5,found,5
2788,5,bit,6
2789,5,just,5
2790,5,graceful,1
2791,5,called,1
2792,5,questions,1
2793,5,when,5
2794,5,steady,1
2795,5,rather,2
2796,5,confusing,1
2797,5,inches,3
2798,5,answered,1
2799,5,suppose,2
2800,5,wretched,1
2801,5,or,5
2802,5,edge,1
2803,5,adding,1
2804,5,mind,2
2805,5,since,2
2806,5,young,1
2807,5,leaves,3
2808,5,upright,1
2809,5,trying,2
2810,5,opportunity,1
2811,5,against,1
2812,5,shorter,2
2813,5,turn,1
2814,5,away,3
2815,5,struck,1
2816,5,way,1
2817,5,wriggling,1
2818,5,bee,1
2819,5,suddenly,1
2820,5,anger,1
2821,5,let,1
2822,5,difficult,1
2823,5,nowhere,1
2824,5,and,60
2825,5,doth,1
2826,5,sure,2
2827,5,place,1
2828,5,after,4
2829,5,conversation,2
2830,5,took,4
2831,5,argued,1
2832,5,sir,4
2833,5,near,2
2834,5,began,4
2835,5,matters,1
2836,5,ll,5
2837,5,hedges,1
2838,5,too,1
2839,5,aloud,1
2840,5,yourself,2
2841,5,house,2
2842,5,same,1
2843,5,law,1
2844,5,back-somersault,1
2845,5,used,3
2846,5,easily,2
2847,5,an,5
2848,5,out,7
2849,5,know,7
2850,5,seemed,4
2851,5,believe,1
2852,5,usedand,1
2853,5,looked,2
2854,5,suet,1
2855,5,not,12
2856,5,never,5
2857,5,box,1
2858,5,rapidly,1
2859,5,particular,1
2860,5,as,34
2861,5,nibbling,2
2862,5,weak,1
2863,5,swallow,1
2864,5,while,1
2865,5,crawled,1
2866,5,where,1
2867,5,roots,1
2868,5,sell,1
2869,5,bringing,1
